Date,Open,High,Low,Close,Adj Close,Volume
2020-01-29,96900.000000,99000.000000,96700.000000,97900.000000,93308.359375,2741459
2020-01-30,97800.000000,97800.000000,93800.000000,94000.000000,89591.273438,3223436
2020-01-31,94500.000000,97500.000000,93500.000000,93500.000000,89114.734375,4597139
2020-02-03,91800.000000,95600.000000,91500.000000,94700.000000,90258.421875,3725535
2020-02-04,94800.000000,97500.000000,94500.000000,97100.000000,92545.882813,3169743
2020-02-05,99300.000000,99300.000000,96900.000000,97700.000000,93117.726563,2911995
2020-02-06,98900.000000,101000.000000,98300.000000,100500.000000,95786.406250,2861441
2020-02-07,100000.000000,100500.000000,98400.000000,99300.000000,94642.687500,1827393
2020-02-10,98000.000000,99200.000000,97400.000000,98800.000000,94166.132813,1825648
2020-02-11,99900.000000,100500.000000,99000.000000,99800.000000,95119.250000,1820578
2020-02-12,100500.000000,101000.000000,99100.000000,100000.000000,95309.859375,2616573
2020-02-13,101000.000000,103500.000000,100500.000000,102000.000000,97216.039063,3519491
2020-02-14,101500.000000,105000.000000,101000.000000,104500.000000,99598.812500,1893163
2020-02-17,104500.000000,106000.000000,103500.000000,105000.000000,100075.359375,1190162
2020-02-18,104000.000000,104500.000000,101500.000000,102000.000000,97216.039063,2789667
2020-02-19,102500.000000,103500.000000,101000.000000,103500.000000,98645.703125,2315634
2020-02-20,104500.000000,106000.000000,102500.000000,104000.000000,99122.265625,3093782
2020-02-21,101500.000000,103500.000000,101000.000000,103000.000000,98169.148438,4064719
2020-02-24,100500.000000,100500.000000,98900.000000,99500.000000,94833.320313,5550758
2020-02-25,97800.000000,99100.000000,96400.000000,98000.000000,93403.656250,6594059
2020-02-26,95500.000000,96100.000000,94400.000000,94600.000000,90163.117188,6405409
2020-02-27,94700.000000,95300.000000,92200.000000,92800.000000,88447.539063,4644449
2020-02-28,91000.000000,92200.000000,87700.000000,87900.000000,83777.367188,8171939
2020-03-02,90000.000000,93100.000000,88300.000000,92100.000000,87780.382813,6382279
2020-03-03,95000.000000,95100.000000,92400.000000,92800.000000,88447.539063,5573006
2020-03-04,91300.000000,95000.000000,91300.000000,94300.000000,89877.187500,4984561
2020-03-05,95200.000000,95900.000000,93800.000000,94900.000000,90449.046875,4028776
2020-03-06,93300.000000,94300.000000,92000.000000,92600.000000,88256.921875,3281612
2020-03-09,92600.000000,92600.000000,92600.000000,92600.000000,88256.921875,0
2020-03-10,86900.000000,89400.000000,86600.000000,89100.000000,84921.070313,6579153
2020-03-11,88200.000000,88500.000000,85100.000000,85500.000000,81489.921875,5226251
2020-03-12,83800.000000,84600.000000,79600.000000,82800.000000,78916.554688,8191818
2020-03-13,76900.000000,84700.000000,76000.000000,82500.000000,78630.625000,8160758
2020-03-16,83700.000000,84800.000000,80400.000000,80600.000000,76819.734375,5097762
2020-03-17,77500.000000,83100.000000,77000.000000,80400.000000,76629.117188,7107436
2020-03-18,81600.000000,82500.000000,73000.000000,73100.000000,69671.500000,7949482
2020-03-19,75500.000000,75800.000000,65800.000000,69000.000000,65763.796875,11140367
2020-03-20,71800.000000,76200.000000,70100.000000,74800.000000,71291.781250,8750101
2020-03-23,69700.000000,71600.000000,68000.000000,69400.000000,66145.039063,8192363
2020-03-24,73000.000000,78800.000000,72100.000000,78700.000000,75008.859375,7247345
2020-03-25,82000.000000,84700.000000,79800.000000,84500.000000,80536.828125,8787217
